2020-08-30 21:01:07.791168	2020-08-30 21:01:07.791174	mef	1	R	rec	8aee4d3d-81ae-42c8-9d74-80abcb8cf828
2020-08-30 21:01:07.966113	2020-08-30 21:01:07.96612	mef	2	R	rec	41808474-8f1d-41c5-9073-f60563cd0f48
2020-08-30 21:01:08.147093	2020-08-30 21:01:08.1471	mef	3	R	rec	26bf34b2-30cc-48f5-a09b-b593c6f4a77a
2020-08-30 21:01:08.265742	2020-08-30 21:01:08.265749	mef	4	R	rec	4472a349-b75e-4bda-8f8b-7c4d1d7d4413
2020-08-30 21:01:08.428795	2020-08-30 21:01:08.428801	mef	5	R	rec	028f9c1a-2c4c-421b-bab4-2e720cfd73e9
2020-08-30 21:01:08.628729	2020-08-30 21:01:08.628735	mef	6	R	rec	e5123908-aa89-4d99-b633-d53bf55fe133
2020-08-30 21:01:08.752734	2020-08-30 21:01:08.752739	mef	7	R	rec	7d64f243-4b5d-4d68-ae5b-57523e6f53ff
2020-08-30 21:01:08.916252	2020-08-30 21:01:08.916258	mef	8	R	rec	ca555cac-c857-4359-837d-2b4f6b7ed89d
2020-08-30 21:01:09.031205	2020-08-30 21:01:09.031211	mef	9	R	rec	53c2b37a-37b8-4a20-a540-43acfef7725d
2020-08-30 21:01:09.142751	2020-08-30 21:01:09.142757	mef	10	R	rec	ebb11b70-829e-478e-bfb5-2a4f48b40b30
2020-08-30 21:01:09.325156	2020-08-30 21:01:09.325162	mef	11	R	rec	08e58ec4-ee11-414e-82a2-0ef4685b81e0
2020-08-30 21:01:27.843923	2020-08-30 21:01:27.843929	mef	12	R	rec	d5e684af-224c-425d-a5c2-22c0d7a4bce8
2020-08-30 21:01:27.987316	2020-08-30 21:01:27.987322	mef	13	R	rec	d99499e8-c0bc-4bc6-8546-a32a3303fbc5
2020-08-30 21:01:28.11103	2020-08-30 21:01:28.111036	mef	14	R	rec	847ff14a-bbc6-4e69-90c7-63f2a979025d
2020-08-30 21:01:28.2304	2020-08-30 21:01:28.230405	mef	15	R	rec	53e56e46-3bd4-4c55-920a-03f8737d231f
2020-08-30 21:01:28.396246	2020-08-30 21:01:28.396252	mef	16	R	rec	548c0325-ae88-43f6-95a5-fed84d7b49e5
2020-08-30 21:01:28.53402	2020-08-30 21:01:28.534027	mef	17	R	rec	251c7066-0a98-4c42-86bb-8d9ff6007800
2020-08-30 21:01:28.658124	2020-08-30 21:01:28.65813	mef	18	R	rec	abdb8048-079a-4947-a870-7269bd51d5f4
2020-08-30 21:01:28.769985	2020-08-30 21:01:28.769991	mef	19	R	rec	0c18e091-dcac-4318-920a-036f24723d5d
2020-08-30 21:01:28.888827	2020-08-30 21:01:28.888833	mef	20	R	rec	cc5766ce-7a39-4f58-95b0-c613de6db899
2020-08-30 21:01:29.008223	2020-08-30 21:01:29.008229	mef	21	R	rec	359162db-708a-47a4-9513-3ce64a4a2d24
2020-08-30 21:01:29.208242	2020-08-30 21:01:29.208248	mef	22	R	rec	0db697b8-8451-402f-b401-0ca97fa42cb2
2020-08-30 21:01:29.325589	2020-08-30 21:01:29.325595	mef	23	R	rec	953eca51-7b67-44d3-b9e6-bab8754920c8
2020-08-30 21:01:29.442323	2020-08-30 21:01:29.442329	mef	24	R	rec	96cef06f-3eac-4c92-972a-55244cb30f0d
2020-08-30 21:01:29.540923	2020-08-30 21:01:29.540928	mef	25	R	rec	74040868-11bf-4b0d-8c0e-ec6788507caf
2020-08-30 21:01:29.65324	2020-08-30 21:01:29.653246	mef	26	R	rec	d474479f-f389-459d-9026-400b32c9dd8e
2020-08-30 21:01:29.790741	2020-08-30 21:01:29.790746	mef	27	R	rec	38063b94-3903-4bd8-b3c6-fc29b8d48fb8
2020-08-30 21:01:29.90287	2020-08-30 21:01:29.902876	mef	28	R	rec	fcaa7948-fd9f-4c91-8dff-7b47a4b9c50d
2020-08-30 21:01:30.085263	2020-08-30 21:01:30.085269	mef	29	R	rec	a83302eb-8420-4c22-a14e-0735c82c9033
2020-08-30 21:01:30.210886	2020-08-30 21:01:30.210892	mef	30	R	rec	d6436a7f-46ee-41e6-b95d-a2c2d4442240
2020-08-30 21:01:30.340469	2020-08-30 21:01:30.340475	mef	31	R	rec	6933ef47-c982-490c-b268-7c392ed52697
2020-08-30 21:01:30.455865	2020-08-30 21:01:30.455871	mef	32	R	rec	adb75398-5ce0-40c8-819c-09b3877944fb
2020-08-30 21:01:30.55976	2020-08-30 21:01:30.559766	mef	33	R	rec	84d68312-1f6f-4b54-bdb1-019c403a6ecc
2020-08-30 21:01:30.678078	2020-08-30 21:01:30.678084	mef	34	R	rec	cee56d72-398d-4e7e-9b4f-8b8f0c0b7fa2
2020-08-30 21:01:30.787378	2020-08-30 21:01:30.787384	mef	35	R	rec	ef40e20d-6322-411c-95b8-18c8b0b78fa0
2020-08-30 21:01:30.899011	2020-08-30 21:01:30.899017	mef	36	R	rec	29bd7638-2f1b-4ded-8637-9be2eea45326
2020-08-30 21:01:31.008052	2020-08-30 21:01:31.008058	mef	37	R	rec	2e7c4ba0-ee00-4f33-8993-f7afc0e6e688
2020-08-30 21:01:31.114017	2020-08-30 21:01:31.114022	mef	38	R	rec	ed0fbc3d-9a76-4751-8ef9-8f7f2c6b60a9
2020-08-30 21:01:31.2241	2020-08-30 21:01:31.224106	mef	39	R	rec	83383094-aa11-44c6-9837-523098b9dee8
2020-08-30 21:01:31.344579	2020-08-30 21:01:31.344585	mef	40	R	rec	641809c4-47ab-4046-94bf-f3615948c6a8
2020-08-30 21:01:31.464105	2020-08-30 21:01:31.46411	mef	41	R	rec	e458f9ed-e6ce-44b0-b60d-8fac32013257
2020-08-30 21:01:31.57814	2020-08-30 21:01:31.578146	mef	42	R	rec	e08dfbe6-8ac0-43a6-b382-990f4855e374
2020-08-30 21:01:31.689697	2020-08-30 21:01:31.689703	mef	43	R	rec	5b0a9d04-01d9-429f-82ce-00efdbfede0b
2020-08-30 21:01:31.811367	2020-08-30 21:01:31.811373	mef	44	R	rec	0d1a3773-f266-4d8b-8675-4c94b0b6ce9e
2020-08-30 21:01:31.929613	2020-08-30 21:01:31.929618	mef	45	R	rec	e859365f-73a2-47b0-8fa2-aa96bb194885
2020-08-30 21:01:32.028549	2020-08-30 21:01:32.028555	mef	46	R	rec	38461c6c-e6be-4340-9cb5-147a5166eba8
2020-08-30 21:01:32.171056	2020-08-30 21:01:32.171061	mef	47	R	rec	6dd8f9d3-8491-4fde-b689-463dcd7d4fc2
2020-08-30 21:01:32.273433	2020-08-30 21:01:32.273438	mef	48	R	rec	3b2ec6ab-e947-4361-ab2a-1e8564688973
2020-08-30 21:01:32.722958	2020-08-30 21:01:32.722964	mef	49	R	rec	5d5a9158-2f78-42b1-96d5-b977fb741299
2020-08-30 21:01:32.908494	2020-08-30 21:01:32.9085	mef	50	R	rec	d1c7b5f9-159d-4807-bb55-2a25dc6c31ff
2020-08-30 21:01:33.025404	2020-08-30 21:01:33.025409	mef	51	R	rec	805ceda7-64bd-43fa-9dca-eaf9380356e5
2020-08-30 21:01:33.18726	2020-08-30 21:01:33.187266	mef	52	R	rec	04eac129-ff4e-4f61-9d27-b4fdb7d31dec
2020-08-30 21:01:33.314528	2020-08-30 21:01:33.314534	mef	53	R	rec	958d160d-4aed-4889-9da8-6918f7334817
