2020-11-11 18:47:04.537805	2020-11-11 18:47:04.537811	aidref	183349199	R	rec	09c449e7-7150-4c90-bcfe-0abb3b27c076
2020-11-11 18:47:05.782	2020-11-11 18:47:05.782006	aidref	179863436	R	rec	fc7d93a5-67a3-4800-93cd-73b9c77f142f
2020-11-11 18:47:09.026676	2020-11-11 18:47:09.026682	aidref	097556505	R	rec	45524329-a7f9-4e3c-a04c-420784c882ff
2020-11-11 18:47:09.470822	2020-11-11 18:47:09.470828	aidref	223404543	R	rec	aec3f16f-4013-45a1-8e26-686d7dad5959
2020-11-11 18:47:10.836998	2020-11-11 18:47:10.837004	aidref	197394787	R	rec	0ea2ad7f-11d4-4b93-97c4-e6520ecb77f2
2020-11-11 18:47:11.562144	2020-11-11 18:47:11.56215	aidref	034875891	R	rec	51c731a6-644a-4ea9-909d-c71120527400
2020-11-11 18:47:12.431682	2020-11-11 18:47:12.431688	aidref	027483061	R	rec	a6642cee-0832-439d-b641-029c9772af57
2020-11-11 18:47:13.644194	2020-11-11 18:47:13.6442	aidref	076515788	R	rec	f020b623-c01e-44cc-b546-16c5223f2777
2020-11-11 18:47:14.101796	2020-11-11 18:47:14.101802	aidref	078061911	R	rec	b955c24e-f5e4-4bb7-8fbe-0760ab5bbe3e
2020-11-11 18:47:14.877301	2020-11-11 18:47:14.877307	aidref	112244424	R	rec	ad7db727-5220-4686-8eee-f8a27c26bbd1
2020-11-11 18:47:15.600668	2020-11-11 18:47:15.600675	aidref	08233367X	R	rec	facb7077-2fd9-4f45-a8cf-21025a36f0dc
2020-11-11 18:47:16.527354	2020-11-11 18:47:16.52736	aidref	080491898	R	rec	2737d9a6-955e-42c8-96b6-8d00b0b0b711
2020-11-11 18:47:16.951321	2020-11-11 18:47:16.951328	aidref	078069084	R	rec	57e640e6-7c92-4465-9bd7-9526f052d226
2020-11-11 18:47:17.697157	2020-11-11 18:47:17.697163	aidref	079491251	R	rec	16a30633-ef47-40f6-bfcf-952866e01d1a
2020-11-11 18:47:19.566979	2020-11-11 18:47:19.566985	aidref	030348722	R	rec	3309439f-022e-4683-8b31-95591d795741
2020-11-11 18:47:20.428675	2020-11-11 18:47:20.428681	aidref	02638714X	R	rec	6d8db78d-4d59-48ec-ad1f-4dd8ee74caac
