2024-07-16 19:07:20.121029	2024-07-16 19:07:20.121037	plgnd	1335257845	R	rec	4f7faa9c-6c06-4277-88f3-d26fa854ef85
2024-07-16 19:07:20.219524	2024-07-16 19:07:20.219529	plgnd	1335257101	R	rec	2e4c32cc-6d76-4184-8533-48a9714ae4bf
2024-07-16 19:07:20.296297	2024-07-16 19:07:20.296302	plgnd	133525675X	R	rec	e3ef116b-2488-442b-9f39-354c129fcbd1
2024-07-16 19:07:20.345839	2024-07-16 19:07:20.345845	plgnd	133525207X	R	rec	a874fcf0-2d52-442c-b013-881a15d02dd1
2024-07-16 19:07:20.39531	2024-07-16 19:07:20.395315	plgnd	1335249966	R	rec	59d2c463-5914-4c53-b159-6f7456367489
2024-07-16 19:07:20.446528	2024-07-16 19:07:20.446535	plgnd	1335243240	R	rec	5fdae311-c514-4943-a530-338bc892ee91
2024-07-16 19:07:20.496332	2024-07-16 19:07:20.496337	plgnd	133523909X	R	rec	449dc92b-0ea0-49a6-aa17-8b87f2228d26
2024-07-16 19:07:20.557505	2024-07-16 19:07:20.557609	plgnd	1335217711	R	rec	88d26b8e-f018-49fd-ba96-9ac40b615b3b
2024-07-16 19:07:20.64087	2024-07-16 19:07:20.640883	plgnd	1335201653	R	rec	427c684d-d1fd-412b-9387-f0b997b0e0f0
2024-07-16 19:07:20.734336	2024-07-16 19:07:20.734346	plgnd	1335141790	R	rec	7c3b1c81-4dcd-4ab6-853c-7330828f17bc
2024-07-16 19:07:20.815287	2024-07-16 19:07:20.815298	plgnd	1335107711	R	rec	a38146f3-f0b4-4c45-b710-f30108a5f668
2024-07-16 19:07:20.897085	2024-07-16 19:07:20.897096	plgnd	1335104917	R	rec	7c94df85-56af-4708-82f6-9cfefdc8284e
2024-07-16 19:07:20.983542	2024-07-16 19:07:20.983552	plgnd	1335098399	R	rec	3faf1e19-5b8b-4907-90e3-59e17c353cdc
2024-07-16 19:07:21.066019	2024-07-16 19:07:21.06603	plgnd	1335092390	R	rec	1b3c2a53-67ea-44ea-9c9e-149336b7842a
2024-07-16 19:07:21.150024	2024-07-16 19:07:21.150036	plgnd	1335092196	R	rec	71454204-9a62-45ff-b488-889f6bd1c97f
2024-07-16 19:07:21.25494	2024-07-16 19:07:21.254952	plgnd	1335086005	R	rec	725814f4-57de-4448-ab25-e5c8623ea3bc
